Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
04/05/2017 00:00,CAPITL,61757,31.58,0.38,-21.74
04/05/2017 00:00,CENTRL,61754,10.94,0.12,-1.36
04/05/2017 00:00,DUNWOD,61760,26.44,1.00,-15.99
04/05/2017 00:00,GENESE,61753,10.36,-0.09,-1.00
04/05/2017 00:00,H Q,61844,9.16,-0.29,0.00
04/05/2017 00:00,HUD VL,61758,26.14,0.90,-15.79
04/05/2017 00:00,LONGIL,61762,26.72,1.27,-16.00
04/05/2017 00:00,MHK VL,61756,12.20,0.20,-2.54
04/05/2017 00:00,MILLWD,61759,26.59,0.97,-16.16
04/05/2017 00:00,N.Y.C.,61761,26.56,1.11,-16.00
04/05/2017 00:00,NORTH,61755,9.03,-0.43,0.00
04/05/2017 00:00,NPX,61845,28.85,0.76,-18.64
04/05/2017 00:00,O H,61846,10.72,-0.07,-1.34
04/05/2017 00:00,PJM,61847,17.71,0.40,-7.86
04/05/2017 00:00,WEST,61752,10.93,0.18,-1.30
04/05/2017 01:00,CAPITL,61757,28.60,0.38,-18.83
04/05/2017 01:00,CENTRL,61754,10.70,0.12,-1.18
04/05/2017 01:00,DUNWOD,61760,24.23,0.99,-13.84
04/05/2017 01:00,GENESE,61753,10.18,-0.08,-0.86
04/05/2017 01:00,H Q,61844,9.11,-0.29,0.00
04/05/2017 01:00,HUD VL,61758,23.97,0.89,-13.67
04/05/2017 01:00,LONGIL,61762,24.48,1.22,-13.86
04/05/2017 01:00,MHK VL,61756,11.81,0.21,-2.20
04/05/2017 01:00,MILLWD,61759,24.36,0.97,-13.99
04/05/2017 01:00,N.Y.C.,61761,24.32,1.07,-13.85
04/05/2017 01:00,NORTH,61755,8.97,-0.43,0.00
04/05/2017 01:00,NPX,61845,26.30,0.76,-16.13
04/05/2017 01:00,O H,61846,10.51,-0.05,-1.16
04/05/2017 01:00,PJM,61847,16.61,0.40,-6.80
04/05/2017 01:00,WEST,61752,10.73,0.21,-1.12
04/05/2017 02:00,CAPITL,61757,28.54,0.34,-19.50
04/05/2017 02:00,CENTRL,61754,10.05,0.13,-1.22
04/05/2017 02:00,DUNWOD,61760,23.93,0.88,-14.35
04/05/2017 02:00,GENESE,61753,9.57,-0.03,-0.89
04/05/2017 02:00,H Q,61844,8.42,-0.28,0.00
04/05/2017 02:00,HUD VL,61758,23.66,0.79,-14.17
04/05/2017 02:00,LONGIL,61762,24.06,1.02,-14.35
04/05/2017 02:00,MHK VL,61756,11.18,0.16,-2.32
04/05/2017 02:00,MILLWD,61759,24.06,0.87,-14.49
04/05/2017 02:00,N.Y.C.,61761,23.99,0.95,-14.34
04/05/2017 02:00,NORTH,61755,8.28,-0.42,0.00
04/05/2017 02:00,NPX,61845,26.10,0.69,-16.71
04/05/2017 02:00,O H,61846,9.95,0.05,-1.20
04/05/2017 02:00,PJM,61847,16.15,0.41,-7.05
04/05/2017 02:00,WEST,61752,10.16,0.30,-1.16
04/05/2017 03:00,CAPITL,61757,28.75,0.33,-19.72
04/05/2017 03:00,CENTRL,61754,10.06,0.13,-1.24
04/05/2017 03:00,DUNWOD,61760,24.09,0.89,-14.51
04/05/2017 03:00,GENESE,61753,9.57,-0.03,-0.90
04/05/2017 03:00,H Q,61844,8.42,-0.28,0.00
