Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
07/04/2017 00:00,CAPITL,61757,22.90,1.09,-3.95
07/04/2017 00:00,CENTRL,61754,18.39,0.13,-0.41
07/04/2017 00:00,DUNWOD,61760,22.73,2.07,-2.79
07/04/2017 00:00,GENESE,61753,17.69,-0.48,-0.31
07/04/2017 00:00,H Q,61844,17.27,-0.59,0.00
07/04/2017 00:00,HUD VL,61758,22.48,1.84,-2.78
07/04/2017 00:00,LONGIL,61762,37.44,2.68,-16.90
07/04/2017 00:00,MHK VL,61756,18.61,0.34,-0.41
07/04/2017 00:00,MILLWD,61759,22.68,2.00,-2.81
07/04/2017 00:00,N.Y.C.,61761,26.76,2.27,-6.63
07/04/2017 00:00,NORTH,61755,16.91,-0.95,0.00
07/04/2017 00:00,NPX,61845,22.68,1.39,-3.43
07/04/2017 00:00,O H,61846,17.56,-0.73,-0.43
07/04/2017 00:00,PJM,61847,21.32,0.84,-2.62
07/04/2017 00:00,WEST,61752,17.88,-0.39,-0.41
07/04/2017 01:00,CAPITL,61757,21.68,0.86,-6.15
07/04/2017 01:00,CENTRL,61754,15.37,0.07,-0.63
07/04/2017 01:00,DUNWOD,61760,20.70,1.69,-4.35
07/04/2017 01:00,GENESE,61753,14.68,-0.47,-0.49
07/04/2017 01:00,H Q,61844,14.18,-0.48,0.00
07/04/2017 01:00,HUD VL,61758,20.50,1.51,-4.33
07/04/2017 01:00,LONGIL,61762,24.14,2.20,-7.28
07/04/2017 01:00,MHK VL,61756,15.57,0.26,-0.65
07/04/2017 01:00,MILLWD,61759,20.69,1.64,-4.39
07/04/2017 01:00,N.Y.C.,61761,20.97,1.85,-4.47
07/04/2017 01:00,NORTH,61755,13.87,-0.79,0.00
07/04/2017 01:00,NPX,61845,21.12,1.11,-5.35
07/04/2017 01:00,O H,61846,14.70,-0.63,-0.67
07/04/2017 01:00,PJM,61847,17.97,0.69,-2.62
07/04/2017 01:00,WEST,61752,14.91,-0.40,-0.65
07/04/2017 02:00,CAPITL,61757,18.43,0.80,-4.67
07/04/2017 02:00,CENTRL,61754,13.50,0.07,-0.48
07/04/2017 02:00,DUNWOD,61760,17.71,1.45,-3.31
07/04/2017 02:00,GENESE,61753,12.94,-0.39,-0.37
07/04/2017 02:00,H Q,61844,12.53,-0.43,0.00
07/04/2017 02:00,HUD VL,61758,17.54,1.30,-3.29
07/04/2017 02:00,LONGIL,61762,18.93,1.97,-4.00
07/04/2017 02:00,MHK VL,61756,13.67,0.22,-0.49
07/04/2017 02:00,MILLWD,61759,17.69,1.40,-3.33
07/04/2017 02:00,N.Y.C.,61761,17.89,1.62,-3.32
07/04/2017 02:00,NORTH,61755,12.27,-0.69,0.00
07/04/2017 02:00,NPX,61845,18.00,0.98,-4.06
07/04/2017 02:00,O H,61846,12.94,-0.52,-0.51
07/04/2017 02:00,PJM,61847,15.54,0.61,-1.97
07/04/2017 02:00,WEST,61752,13.13,-0.31,-0.49
07/04/2017 03:00,CAPITL,61757,16.63,0.79,-3.74
07/04/2017 03:00,CENTRL,61754,12.58,0.10,-0.38
07/04/2017 03:00,DUNWOD,61760,16.08,1.33,-2.65
07/04/2017 03:00,GENESE,61753,12.11,-0.29,-0.30
07/04/2017 03:00,H Q,61844,11.69,-0.41,0.00
07/04/2017 03:00,HUD VL,61758,15.92,1.19,-2.64
07/04/2017 03:00,LONGIL,61762,17.18,1.83,-3.25
07/04/2017 03:00,MHK VL,61756,12.69,0.19,-0.39
07/04/2017 03:00,MILLWD,61759,16.07,1.30,-2.67
