station,valid,tmpc,dwpc,relh,sped
LGA,2020-05-25 00:00,M,M,M,5.75
SYR,2020-05-25 00:00,M,M,M,12.65
LGA,2020-05-25 00:05,M,M,M,5.75
SYR,2020-05-25 00:05,M,M,M,9.20
LGA,2020-05-25 00:10,M,M,M,5.75
SYR,2020-05-25 00:10,M,M,M,12.65
LGA,2020-05-25 00:11,14.39,11.11,80.67,5.75
LGA,2020-05-25 00:15,M,M,M,5.75
SYR,2020-05-25 00:15,M,M,M,14.95
LGA,2020-05-25 00:20,M,M,M,5.75
SYR,2020-05-25 00:20,M,M,M,17.25
LGA,2020-05-25 00:25,M,M,M,5.75
SYR,2020-05-25 00:25,M,M,M,14.95
LGA,2020-05-25 00:30,M,M,M,8.05
SYR,2020-05-25 00:30,M,M,M,10.35
LGA,2020-05-25 00:35,M,M,M,8.05
SYR,2020-05-25 00:35,M,M,M,12.65
LGA,2020-05-25 00:40,M,M,M,8.05
SYR,2020-05-25 00:40,M,M,M,11.50
LGA,2020-05-25 00:45,M,M,M,8.05
SYR,2020-05-25 00:45,M,M,M,10.35
LGA,2020-05-25 00:50,M,M,M,8.05
SYR,2020-05-25 00:50,M,M,M,12.65
LGA,2020-05-25 00:51,14.39,11.11,80.67,6.90
SYR,2020-05-25 00:54,20.00,12.22,60.86,9.20
LGA,2020-05-25 00:55,M,M,M,8.05
SYR,2020-05-25 00:55,M,M,M,8.05
LGA,2020-05-25 01:00,M,M,M,5.75
SYR,2020-05-25 01:00,M,M,M,11.50
LGA,2020-05-25 01:05,M,M,M,8.05
LGA,2020-05-25 01:10,M,M,M,8.05
SYR,2020-05-25 01:10,M,M,M,12.65
LGA,2020-05-25 01:15,M,M,M,5.75
SYR,2020-05-25 01:15,M,M,M,9.20
LGA,2020-05-25 01:20,M,M,M,8.05
SYR,2020-05-25 01:20,M,M,M,11.50
LGA,2020-05-25 01:25,M,M,M,9.20
SYR,2020-05-25 01:25,M,M,M,10.35
LGA,2020-05-25 01:30,M,M,M,9.20
SYR,2020-05-25 01:30,M,M,M,11.50
LGA,2020-05-25 01:35,M,M,M,9.20
SYR,2020-05-25 01:35,M,M,M,12.65
LGA,2020-05-25 01:40,M,M,M,9.20
SYR,2020-05-25 01:40,M,M,M,11.50
LGA,2020-05-25 01:45,M,M,M,10.35
LGA,2020-05-25 01:50,M,M,M,10.35
LGA,2020-05-25 01:51,14.39,11.11,80.67,11.50
SYR,2020-05-25 01:54,19.39,12.22,63.21,14.95
LGA,2020-05-25 01:55,M,M,M,12.65
SYR,2020-05-25 01:55,M,M,M,18.40
LGA,2020-05-25 02:00,M,M,M,10.35
SYR,2020-05-25 02:00,M,M,M,11.50
LGA,2020-05-25 02:05,M,M,M,11.50
LGA,2020-05-25 02:08,13.89,11.72,86.77,11.50
LGA,2020-05-25 02:10,M,M,M,11.50
SYR,2020-05-25 02:10,M,M,M,16.10
LGA,2020-05-25 02:15,M,M,M,12.65
SYR,2020-05-25 02:15,M,M,M,9.20
LGA,2020-05-25 02:20,M,M,M,11.50
SYR,2020-05-25 02:20,M,M,M,10.35
LGA,2020-05-25 02:25,M,M,M,12.65
LGA,2020-05-25 02:30,M,M,M,12.65
LGA,2020-05-25 02:34,13.28,11.72,90.29,14.95
LGA,2020-05-25 02:35,M,M,M,12.65
SYR,2020-05-25 02:35,M,M,M,10.35
LGA,2020-05-25 02:40,M,M,M,12.65
SYR,2020-05-25 02:40,M,M,M,5.75
LGA,2020-05-25 02:45,M,M,M,12.65
SYR,2020-05-25 02:45,M,M,M,5.75
LGA,2020-05-25 02:50,M,M,M,11.50
SYR,2020-05-25 02:50,M,M,M,9.20
LGA,2020-05-25 02:51,13.28,11.72,90.29,12.65
SYR,2020-05-25 02:54,18.28,12.22,67.76,9.20
LGA,2020-05-25 02:55,M,M,M,11.50
SYR,2020-05-25 02:55,M,M,M,8.05
LGA,2020-05-25 03:00,M,M,M,12.65
SYR,2020-05-25 03:00,M,M,M,9.20
LGA,2020-05-25 03:05,M,M,M,10.35
SYR,2020-05-25 03:05,M,M,M,10.35
LGA,2020-05-25 03:10,M,M,M,11.50
SYR,2020-05-25 03:10,M,M,M,9.20
LGA,2020-05-25 03:15,M,M,M,12.65
SYR,2020-05-25 03:15,M,M,M,12.65
LGA,2020-05-25 03:20,M,M,M,12.65
SYR,2020-05-25 03:20,M,M,M,8.05
LGA,2020-05-25 03:25,M,M,M,14.95
SYR,2020-05-25 03:25,M,M,M,5.75
LGA,2020-05-25 03:30,M,M,M,11.50
SYR,2020-05-25 03:30,M,M,M,10.35
LGA,2020-05-25 03:35,M,M,M,12.65
SYR,2020-05-25 03:35,M,M,M,8.05
LGA,2020-05-25 03:40,M,M,M,12.65
SYR,2020-05-25 03:40,M,M,M,9.20
LGA,2020-05-25 03:45,M,M,M,12.65
SYR,2020-05-25 03:45,M,M,M,9.20
LGA,2020-05-25 03:50,M,M,M,16.10
SYR,2020-05-25 03:50,M,M,M,9.20
LGA,2020-05-25 03:51,13.28,11.72,90.29,16.10
SYR,2020-05-25 03:54,18.28,12.22,67.76,10.35
LGA,2020-05-25 03:55,M,M,M,12.65
SYR,2020-05-25 03:55,M,M,M,10.35
LGA,2020-05-25 04:00,M,M,M,12.65
SYR,2020-05-25 04:00,M,M,M,9.20
LGA,2020-05-25 04:05,M,M,M,12.65
SYR,2020-05-25 04:05,M,M,M,5.75
LGA,2020-05-25 04:09,13.28,11.72,90.29,12.65
LGA,2020-05-25 04:10,M,M,M,12.65
SYR,2020-05-25 04:10,M,M,M,5.75
LGA,2020-05-25 04:15,M,M,M,12.65
