"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20180126_20180209.csv"
"C","Report for: 01/26/2018 - 02/09/2018"
"C","Report generated: 04/13/2020 22:56:16 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","01/26/2018","01",14103.17
"D","01/26/2018","02",13734.33
"D","01/26/2018","03",13608.11
"D","01/26/2018","04",13661.89
"D","01/26/2018","05",14012.05
"D","01/26/2018","06",14812.51
"D","01/26/2018","07",16350.28
"D","01/26/2018","08",17224.02
"D","01/26/2018","09",16824.32
"D","01/26/2018","10",16031.2
"D","01/26/2018","11",15449.73
"D","01/26/2018","12",15018.29
"D","01/26/2018","13",14669.8
"D","01/26/2018","14",14639.86
"D","01/26/2018","15",14942.88
"D","01/26/2018","16",15231.87
"D","01/26/2018","17",16107.94
"D","01/26/2018","18",17229.54
"D","01/26/2018","19",17278.23
"D","01/26/2018","20",16863.53
"D","01/26/2018","21",16324.0
"D","01/26/2018","22",15591.63
"D","01/26/2018","23",14634.62
"D","01/26/2018","24",13644.95
"D","01/27/2018","01",12957.86
"D","01/27/2018","02",12546.51
"D","01/27/2018","03",12332.41
"D","01/27/2018","04",12235.33
"D","01/27/2018","05",12340.96
"D","01/27/2018","06",12731.25
"D","01/27/2018","07",13469.58
"D","01/27/2018","08",14107.14
"D","01/27/2018","09",14409.94
"D","01/27/2018","10",14114.53
"D","01/27/2018","11",13750.33
"D","01/27/2018","12",13456.28
"D","01/27/2018","13",13594.28
"D","01/27/2018","14",13725.48
"D","01/27/2018","15",13988.1
"D","01/27/2018","16",14171.37
"D","01/27/2018","17",14516.78
"D","01/27/2018","18",15373.28
"D","01/27/2018","19",15267.74
"D","01/27/2018","20",14762.05
"D","01/27/2018","21",14190.48
"D","01/27/2018","22",13753.99
"D","01/27/2018","23",12952.94
"D","01/27/2018","24",12351.06
"D","01/28/2018","01",11746.72
"D","01/28/2018","02",11730.72
"D","01/28/2018","03",11469.17
"D","01/28/2018","04",11357.47
"D","01/28/2018","05",11406.24
"D","01/28/2018","06",11660.24
"D","01/28/2018","07",12154.54
"D","01/28/2018","08",12581.86
"D","01/28/2018","09",13045.56
"D","01/28/2018","10",13376.21
"D","01/28/2018","11",13551.98
"D","01/28/2018","12",13495.02
"D","01/28/2018","13",13495.96
"D","01/28/2018","14",13418.03
"D","01/28/2018","15",13661.44
"D","01/28/2018","16",13728.2
"D","01/28/2018","17",14439.91
"D","01/28/2018","18",15557.12
"D","01/28/2018","19",15572.91
"D","01/28/2018","20",15141.97
"D","01/28/2018","21",14510.58
"D","01/28/2018","22",13642.85
"D","01/28/2018","23",12601.46
"D","01/28/2018","24",11931.39
"D","01/29/2018","01",11371.5
"D","01/29/2018","02",11092.59
"D","01/29/2018","03",11201.28
"D","01/29/2018","04",11290.42
"D","01/29/2018","05",11394.34
"D","01/29/2018","06",12306.44
"D","01/29/2018","07",14157.24
"D","01/29/2018","08",15259.25
"D","01/29/2018","09",15375.66
"D","01/29/2018","10",15310.63
"D","01/29/2018","11",15262.97
"D","01/29/2018","12",15049.91
"D","01/29/2018","13",14823.91
"D","01/29/2018","14",14985.78
"D","01/29/2018","15",15183.01
"D","01/29/2018","16",15493.64
"D","01/29/2018","17",16231.0
"D","01/29/2018","18",17324.21
"D","01/29/2018","19",17351.43
"D","01/29/2018","20",16882.26
"D","01/29/2018","21",16208.92
"D","01/29/2018","22",15218.7
"D","01/29/2018","23",13988.33
"D","01/29/2018","24",13216.34
"D","01/30/2018","01",12842.9
"D","01/30/2018","02",12546.25
"D","01/30/2018","03",12662.18
"D","01/30/2018","04",12706.96
"D","01/30/2018","05",12894.33
"D","01/30/2018","06",13498.68
"D","01/30/2018","07",15199.91
"D","01/30/2018","08",16268.63
"D","01/30/2018","09",16658.02
"D","01/30/2018","10",16836.04
"D","01/30/2018","11",16903.9
"D","01/30/2018","12",16848.51
"D","01/30/2018","13",16630.01
"D","01/30/2018","14",16462.13
"D","01/30/2018","15",16314.11
"D","01/30/2018","16",16342.86
"D","01/30/2018","17",16888.33
"D","01/30/2018","18",17998.48
"D","01/30/2018","19",18071.41
"D","01/30/2018","20",17637.12
"D","01/30/2018","21",17021.05
"D","01/30/2018","22",16036.76
"D","01/30/2018","23",14879.49
"D","01/30/2018","24",14018.92
"D","01/31/2018","01",13210.52
"D","01/31/2018","02",13125.14
"D","01/31/2018","03",13058.35
"D","01/31/2018","04",13124.0
"D","01/31/2018","05",13574.03
"D","01/31/2018","06",14430.23
"D","01/31/2018","07",16243.68
"D","01/31/2018","08",17166.71
"D","01/31/2018","09",16943.0
"D","01/31/2018","10",16391.7
"D","01/31/2018","11",15934.17
"D","01/31/2018","12",15522.1
"D","01/31/2018","13",15233.64
"D","01/31/2018","14",15084.71
"D","01/31/2018","15",15205.41
"D","01/31/2018","16",15894.48
"D","01/31/2018","17",16542.71
"D","01/31/2018","18",17796.12
"D","01/31/2018","19",17938.3
"D","01/31/2018","20",17527.35
"D","01/31/2018","21",16864.23
"D","01/31/2018","22",15833.29
"D","01/31/2018","23",14536.59
"D","01/31/2018","24",13568.04
"D","02/01/2018","01",12936.42
"D","02/01/2018","02",12519.73
"D","02/01/2018","03",12294.03
"D","02/01/2018","04",12284.24
"D","02/01/2018","05",12610.23
"D","02/01/2018","06",13393.47
"D","02/01/2018","07",15077.74
"D","02/01/2018","08",16031.12
"D","02/01/2018","09",16150.71
"D","02/01/2018","10",16076.07
"D","02/01/2018","11",15827.06
"D","02/01/2018","12",15496.88
"D","02/01/2018","13",15229.62
"D","02/01/2018","14",15189.92
"D","02/01/2018","15",15302.95
"D","02/01/2018","16",15569.41
"D","02/01/2018","17",16013.58
"D","02/01/2018","18",16902.86
"D","02/01/2018","19",16872.02
"D","02/01/2018","20",16469.16
"D","02/01/2018","21",15842.48
"D","02/01/2018","22",15165.83
"D","02/01/2018","23",14401.07
"D","02/01/2018","24",13616.92
"D","02/02/2018","01",12958.7
"D","02/02/2018","02",12692.77
"D","02/02/2018","03",12629.45
"D","02/02/2018","04",12657.01
"D","02/02/2018","05",12991.65
"D","02/02/2018","06",13373.53
"D","02/02/2018","07",14943.56
"D","02/02/2018","08",15699.14
"D","02/02/2018","09",16202.92
"D","02/02/2018","10",16349.17
"D","02/02/2018","11",16256.1
"D","02/02/2018","12",15930.79
"D","02/02/2018","13",15658.98
"D","02/02/2018","14",15651.58
"D","02/02/2018","15",15752.44
"D","02/02/2018","16",16046.44
"D","02/02/2018","17",16765.7
"D","02/02/2018","18",17866.71
"D","02/02/2018","19",18089.95
"D","02/02/2018","20",17812.88
"D","02/02/2018","21",17405.73
"D","02/02/2018","22",16722.96
"D","02/02/2018","23",15774.45
"D","02/02/2018","24",14825.69
"D","02/03/2018","01",14173.5
