"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20190106_20190120.csv"
"C","Report for: 01/06/2019 - 01/20/2019"
"C","Report generated: 04/13/2020 23:00:57 EDT"
"H","Date","Hour Ending","Total Load"
"D","01/17/2019","01",13278.07
"D","01/17/2019","02",13011.34
"D","01/17/2019","03",12848.64
"D","01/17/2019","04",12765.44
"D","01/17/2019","05",13053.16
"D","01/17/2019","06",13863.74
"D","01/17/2019","07",15719.47
"D","01/17/2019","08",16758.27
"D","01/17/2019","09",16508.06
"D","01/17/2019","10",15753.87
"D","01/17/2019","11",15173.94
"D","01/17/2019","12",15081.73
"D","01/17/2019","13",14927.89
"D","01/17/2019","14",15003.29
"D","01/17/2019","15",15280.68
"D","01/17/2019","16",15716.82
"D","01/17/2019","17",16716.83
"D","01/17/2019","18",17815.56
"D","01/17/2019","19",17825.26
"D","01/17/2019","20",17443.88
"D","01/17/2019","21",16819.34
"D","01/17/2019","22",15851.64
"D","01/17/2019","23",14615.7
"D","01/17/2019","24",13753.92
"D","01/18/2019","01",12802.92
"D","01/18/2019","02",12401.38
"D","01/18/2019","03",12204.62
"D","01/18/2019","04",12199.45
"D","01/18/2019","05",12536.55
"D","01/18/2019","06",13538.98
"D","01/18/2019","07",15226.76
"D","01/18/2019","08",16243.9
"D","01/18/2019","09",16354.42
"D","01/18/2019","10",16262.19
"D","01/18/2019","11",16125.22
"D","01/18/2019","12",15691.47
"D","01/18/2019","13",15289.41
"D","01/18/2019","14",15122.04
"D","01/18/2019","15",15180.02
"D","01/18/2019","16",15367.39
"D","01/18/2019","17",16065.11
"D","01/18/2019","18",16756.25
"D","01/18/2019","19",16563.21
"D","01/18/2019","20",16058.03
"D","01/18/2019","21",15518.95
"D","01/18/2019","22",14806.11
"D","01/18/2019","23",13819.72
"D","01/18/2019","24",12963.92
"D","01/19/2019","01",12697.38
"D","01/19/2019","02",12554.34
"D","01/19/2019","03",12664.21
"D","01/19/2019","04",12912.75
"D","01/19/2019","05",12705.96
"D","01/19/2019","06",12333.58
"D","01/19/2019","07",13015.85
"D","01/19/2019","08",13795.99
"D","01/19/2019","09",14303.41
"D","01/19/2019","10",14318.95
"D","01/19/2019","11",14396.35
"D","01/19/2019","12",14593.29
"D","01/19/2019","13",14559.14
"D","01/19/2019","14",14662.69
"D","01/19/2019","15",14917.42
"D","01/19/2019","16",15246.6
"D","01/19/2019","17",15971.52
"D","01/19/2019","18",16702.09
"D","01/19/2019","19",16536.11
"D","01/19/2019","20",16088.26
"D","01/19/2019","21",15527.82
"D","01/19/2019","22",14847.72
"D","01/19/2019","23",14205.59
"D","01/19/2019","24",13209.96
"D","01/20/2019","01",12433.6
"D","01/20/2019","02",12155.82
"D","01/20/2019","03",12335.94
"D","01/20/2019","04",12527.44
"D","01/20/2019","05",12619.53
"D","01/20/2019","06",12704.9
"D","01/20/2019","07",13149.79
"D","01/20/2019","08",13461.2
"D","01/20/2019","09",14305.88
"D","01/20/2019","10",15004.31
"D","01/20/2019","11",15677.55
"D","01/20/2019","12",16195.27
"D","01/20/2019","13",16507.15
"D","01/20/2019","14",16443.28
"D","01/20/2019","15",16333.76
"D","01/20/2019","16",16326.12
"D","01/20/2019","17",16726.95
"D","01/20/2019","18",17597.03
"D","01/20/2019","19",17380.46
"D","01/20/2019","20",16761.06
"D","01/20/2019","21",16554.21
"D","01/20/2019","22",15960.94
"D","01/20/2019","23",15464.22
"D","01/20/2019","24",14558.3
"T","360 lines"
