"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20180725_20180808.csv"
"C","Report for: 07/25/2018 - 08/08/2018"
"C","Report generated: 04/13/2020 22:58:59 EDT"
"H","Date","Hour Ending","Total Load"
"D","07/28/2018","22",17710.37
"D","07/28/2018","23",16482.91
"D","07/28/2018","24",15178.49
"D","07/29/2018","01",14079.48
"D","07/29/2018","02",13525.5
"D","07/29/2018","03",13153.84
"D","07/29/2018","04",12962.22
"D","07/29/2018","05",12926.48
"D","07/29/2018","06",12921.55
"D","07/29/2018","07",13071.72
"D","07/29/2018","08",13898.66
"D","07/29/2018","09",14209.18
"D","07/29/2018","10",14612.37
"D","07/29/2018","11",14900.63
"D","07/29/2018","12",15137.96
"D","07/29/2018","13",15624.34
"D","07/29/2018","14",15928.62
"D","07/29/2018","15",16207.17
"D","07/29/2018","16",16629.41
"D","07/29/2018","17",17188.04
"D","07/29/2018","18",17784.29
"D","07/29/2018","19",17992.45
"D","07/29/2018","20",17645.56
"D","07/29/2018","21",17332.62
"D","07/29/2018","22",16624.06
"D","07/29/2018","23",15207.92
"D","07/29/2018","24",13809.78
"D","07/30/2018","01",13148.55
"D","07/30/2018","02",12998.67
"D","07/30/2018","03",12668.37
"D","07/30/2018","04",12594.91
"D","07/30/2018","05",12660.73
"D","07/30/2018","06",12888.95
"D","07/30/2018","07",13671.02
"D","07/30/2018","08",14456.43
"D","07/30/2018","09",15318.46
"D","07/30/2018","10",15741.46
"D","07/30/2018","11",16406.96
"D","07/30/2018","12",17009.08
"D","07/30/2018","13",17596.33
"D","07/30/2018","14",18059.87
"D","07/30/2018","15",18370.87
"D","07/30/2018","16",18426.15
"D","07/30/2018","17",18486.3
"D","07/30/2018","18",18594.36
"D","07/30/2018","19",18442.04
"D","07/30/2018","20",18182.38
"D","07/30/2018","21",18026.1
"D","07/30/2018","22",17161.08
"D","07/30/2018","23",15640.96
"D","07/30/2018","24",14094.09
"D","07/31/2018","01",13076.18
"D","07/31/2018","02",12868.87
"D","07/31/2018","03",12800.62
"D","07/31/2018","04",12715.99
"D","07/31/2018","05",12833.92
"D","07/31/2018","06",13144.25
"D","07/31/2018","07",13691.5
"D","07/31/2018","08",14806.27
"D","07/31/2018","09",15626.33
"D","07/31/2018","10",16227.58
"D","07/31/2018","11",16848.6
"D","07/31/2018","12",17521.64
"D","07/31/2018","13",18081.92
"D","07/31/2018","14",18751.18
"D","07/31/2018","15",19253.95
"D","07/31/2018","16",19825.67
"D","07/31/2018","17",20394.32
"D","07/31/2018","18",20759.48
"D","07/31/2018","19",20608.63
"D","07/31/2018","20",19984.53
"D","07/31/2018","21",19572.31
"D","07/31/2018","22",18540.02
"D","07/31/2018","23",16799.02
"D","07/31/2018","24",15097.15
"D","08/01/2018","01",14134.37
"D","08/01/2018","02",13925.31
"D","08/01/2018","03",13646.17
"D","08/01/2018","04",13367.17
"D","08/01/2018","05",13465.29
"D","08/01/2018","06",13756.11
"D","08/01/2018","07",14621.25
"D","08/01/2018","08",15535.59
"D","08/01/2018","09",16306.88
"D","08/01/2018","10",17008.49
"D","08/01/2018","11",17748.6
"D","08/01/2018","12",18260.04
"D","08/01/2018","13",18635.84
"D","08/01/2018","14",19030.15
"D","08/01/2018","15",19306.26
"D","08/01/2018","16",19583.52
"D","08/01/2018","17",19894.91
"D","08/01/2018","18",20174.03
"D","08/01/2018","19",20161.72
"D","08/01/2018","20",19899.38
"D","08/01/2018","21",19739.78
"D","08/01/2018","22",18981.58
"D","08/01/2018","23",17527.99
"D","08/01/2018","24",16041.44
"D","08/02/2018","01",15264.12
"D","08/02/2018","02",15252.7
"D","08/02/2018","03",15220.84
"D","08/02/2018","04",15043.22
"D","08/02/2018","05",15248.82
"D","08/02/2018","06",16025.46
"D","08/02/2018","07",16604.61
"D","08/02/2018","08",17620.26
"D","08/02/2018","09",18659.76
"D","08/02/2018","10",19474.65
"D","08/02/2018","11",20352.15
"D","08/02/2018","12",21114.79
"D","08/02/2018","13",21786.67
"D","08/02/2018","14",22580.4
"D","08/02/2018","15",23114.87
"D","08/02/2018","16",23401.25
"D","08/02/2018","17",23638.65
"D","08/02/2018","18",23605.03
"D","08/02/2018","19",23060.69
"D","08/02/2018","20",22252.95
"D","08/02/2018","21",21688.71
"D","08/02/2018","22",20592.45
"D","08/02/2018","23",18885.71
"D","08/02/2018","24",17226.85
"D","08/03/2018","01",16730.85
"D","08/03/2018","02",16559.12
"D","08/03/2018","03",16263.51
"D","08/03/2018","04",15966.29
"D","08/03/2018","05",16042.56
"D","08/03/2018","06",16606.51
"D","08/03/2018","07",16950.21
"D","08/03/2018","08",17818.08
"D","08/03/2018","09",18894.59
"D","08/03/2018","10",19778.96
"D","08/03/2018","11",20536.72
"D","08/03/2018","12",21115.57
"D","08/03/2018","13",21650.42
"D","08/03/2018","14",22157.24
"D","08/03/2018","15",22329.24
"D","08/03/2018","16",22502.71
"D","08/03/2018","17",22740.37
"D","08/03/2018","18",22555.98
"D","08/03/2018","19",21915.5
"D","08/03/2018","20",21066.14
"D","08/03/2018","21",20506.43
"D","08/03/2018","22",19509.61
"D","08/03/2018","23",18083.02
"D","08/03/2018","24",16870.93
"D","08/04/2018","01",15978.24
"D","08/04/2018","02",15475.77
"D","08/04/2018","03",15268.52
"D","08/04/2018","04",15092.44
"D","08/04/2018","05",15227.45
"D","08/04/2018","06",15179.42
"D","08/04/2018","07",15326.49
"D","08/04/2018","08",15655.86
"D","08/04/2018","09",16521.82
"D","08/04/2018","10",17442.84
"D","08/04/2018","11",17956.51
"D","08/04/2018","12",17798.9
"D","08/04/2018","13",17526.11
"D","08/04/2018","14",17278.14
"D","08/04/2018","15",17119.89
"D","08/04/2018","16",17327.13
"D","08/04/2018","17",17762.48
"D","08/04/2018","18",18240.37
"D","08/04/2018","19",18288.28
"D","08/04/2018","20",17987.8
"D","08/04/2018","21",17772.04
"D","08/04/2018","22",17116.55
"D","08/04/2018","23",15951.41
"D","08/04/2018","24",14815.11
"D","08/05/2018","01",14275.67
"D","08/05/2018","02",13875.98
"D","08/05/2018","03",13613.14
"D","08/05/2018","04",13575.12
"D","08/05/2018","05",13439.3
"D","08/05/2018","06",13310.67
"D","08/05/2018","07",13089.16
"D","08/05/2018","08",13578.23
"D","08/05/2018","09",13969.44
"D","08/05/2018","10",14885.8
"D","08/05/2018","11",15931.52
"D","08/05/2018","12",16921.0
"D","08/05/2018","13",17831.02
"D","08/05/2018","14",18524.46
"D","08/05/2018","15",19133.64
"D","08/05/2018","16",19761.75
"D","08/05/2018","17",20496.78
"D","08/05/2018","18",21121.45
"D","08/05/2018","19",21234.53
"D","08/05/2018","20",20761.38
"D","08/05/2018","21",20430.63
"D","08/05/2018","22",19486.66
"D","08/05/2018","23",17887.14
"D","08/05/2018","24",16555.25
"D","08/06/2018","01",15895.24
"D","08/06/2018","02",15785.19
"D","08/06/2018","03",15233.79
"D","08/06/2018","04",14899.55
"D","08/06/2018","05",14968.39
"D","08/06/2018","06",15117.78
"D","08/06/2018","07",15432.29
"D","08/06/2018","08",16626.09
"D","08/06/2018","09",17823.46
"D","08/06/2018","10",18895.13
"D","08/06/2018","11",20046.96
"D","08/06/2018","12",21122.46
"D","08/06/2018","13",21947.29
"D","08/06/2018","14",22816.39
"D","08/06/2018","15",23302.81
"D","08/06/2018","16",23787.57
"D","08/06/2018","17",24300.34
"D","08/06/2018","18",24685.14
"D","08/06/2018","19",24555.43
"D","08/06/2018","20",23983.02
"D","08/06/2018","21",23435.21
"D","08/06/2018","22",22060.58
"D","08/06/2018","23",20328.25
"D","08/06/2018","24",18659.93
"D","08/07/2018","01",17531.29
"D","08/07/2018","02",17025.92
"D","08/07/2018","03",16731.7
"D","08/07/2018","04",16381.54
"D","08/07/2018","05",16379.38
"D","08/07/2018","06",16744.65
"D","08/07/2018","07",17598.91
"D","08/07/2018","08",18653.78
"D","08/07/2018","09",19321.81
"D","08/07/2018","10",20319.76
"D","08/07/2018","11",21463.08
"D","08/07/2018","12",22485.85
"D","08/07/2018","13",23244.31
"D","08/07/2018","14",23872.58
"D","08/07/2018","15",24236.0
"D","08/07/2018","16",24334.64
"D","08/07/2018","17",24333.93
"D","08/07/2018","18",24202.0
"D","08/07/2018","19",23729.79
"D","08/07/2018","20",23110.59
"D","08/07/2018","21",22469.98
"D","08/07/2018","22",21152.4
"D","08/07/2018","23",19378.63
"D","08/07/2018","24",17998.48
"D","08/08/2018","01",17412.46
"D","08/08/2018","02",16959.74
"D","08/08/2018","03",16461.92
"D","08/08/2018","04",16108.56
"D","08/08/2018","05",16121.51
"D","08/08/2018","06",16749.52
"D","08/08/2018","07",17091.16
"D","08/08/2018","08",17983.31
"D","08/08/2018","09",18735.34
"D","08/08/2018","10",19546.64
"D","08/08/2018","11",20364.67
"D","08/08/2018","12",21219.69
"D","08/08/2018","13",21973.22
"D","08/08/2018","14",22648.44
"D","08/08/2018","15",23013.76
"D","08/08/2018","16",23266.38
"D","08/08/2018","17",23513.55
"D","08/08/2018","18",23590.59
"D","08/08/2018","19",23055.58
"D","08/08/2018","20",22306.35
"D","08/08/2018","21",21761.53
"D","08/08/2018","22",20552.34
"D","08/08/2018","23",18843.69
"D","08/08/2018","24",17464.47
"T","360 lines"
