08/30/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		919		397		208		269		2524		0		0		
	2		919		396		209		253		2192		0		0		
	3		923		397		209		245		2330		0		0		
	4		927		396		206		207		2304		0		0		
	5		926		395		209		205		2345		0		0		
	6		922		381		206		207		2113		0		0		
	7		922		370		201		242		1734		178		0		
	8		921		369		204		209		1405		3059		160		
	9		916		369		210		208		841		6759		353		
	10		912		368		209		212		716		8954		374		
	11		908		368		208		210		716		9891		372		
	12		905		364		206		208		503		10618		372		
	13		900		341		206		248		365		10830		369		
	14		895		356		206		247		284		10871		366		
	15		892		367		205		264		306		10706		368		
	16		894		366		203		268		393		9833		367		
	17		895		364		201		276		630		8900		359		
	18		896		364		200		280		1253		6289		305		
	19		897		357		200		317		1889		1980		105		
	20		901		357		206		316		2790		69		0		
	21		904		367		207		285		3300		0		0		
	22		904		384		206		279		3422		0		0		
	23		906		377		205		254		2632		0		0		
	24		908		374		203		244		2307		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4291		2257		8621		8645		1251						
	2		3935		2257		8111		8561		998						
	3		4059		2256		7199		8621		773						
	4		3995		2254		6961		8526		548						
	5		4040		2254		7023		8345		488						
	6		3807		2251		7190		8758		323						
	7		3606		2252		7379		9058		276						
	8		6154		2256		6814		7222		-13						
	9		9525		2259		6090		4728		-92						
	10		11659		2261		5622		3060		-85						
	11		12630		2261		5543		2342		22						
	12		13163		2261		5640		1981		219						
	13		13257		2260		6083		2473		366						
	14		13237		2259		7104		3017		538						
	15		13122		2252		8667		3287		777						
	16		12376		2250		9891		4522		1131						
	17		11665		2252		10505		5231		1970						
	18		9745		2251		10795		7115		2757						
	19		5911		2252		12481		8781		3477						
	20		4623		2254		13028		8862		3524						
	21		5031		2257		12312		8662		3168						
	22		5189		2258		11584		8403		2403						
	23		4380		2261		11241		8269		1586						
	24		4005		2262		10014		8209		1079						
