09/11/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		970		326		231		387		3849		0		0		
	2		970		327		231		387		4132		0		0		
	3		970		331		231		366		3570		0		0		
	4		970		331		231		383		3266		0		0		
	5		972		335		231		382		3083		0		0		
	6		971		340		230		401		2944		0		0		
	7		970		340		230		410		2783		88		0		
	8		971		339		229		407		2018		2850		66		
	9		969		341		223		399		1499		7392		298		
	10		978		343		225		397		777		9374		457		
	11		979		349		219		396		450		9866		475		
	12		976		358		220		397		583		10138		360		
	13		972		362		220		399		561		10186		410		
	14		970		363		222		398		529		9966		420		
	15		968		366		225		401		551		9901		532		
	16		967		367		228		429		620		9843		529		
	17		967		367		229		430		918		8966		493		
	18		967		365		216		435		1262		5987		404		
	19		968		363		213		466		1695		1394		94		
	20		972		361		224		467		1628		0		0		
	21		974		357		224		447		1433		0		0		
	22		977		355		225		425		1267		0		0		
	23		977		338		227		390		921		0		0		
	24		978		331		227		383		863		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5763		2265		5779		7273		2689						
	2		6047		2264		5236		6865		2448						
	3		4498		2263		6295		6800		2300						
	4		5181		2262		5297		6760		2314						
	5		5003		2263		5434		7011		2437						
	6		4886		2264		5900		7547		2835						
	7		4821		2265		5946		9354		3071						
	8		6880		2265		6135		7975		3256						
	9		11121		2266		5035		6386		2418						
	10		12551		2267		4194		5640		2499						
	11		12734		2266		4269		5561		2456						
	12		13032		2265		4305		5549		2422						
	13		13110		2265		4682		5461		2427						
	14		12868		2263		5411		5996		2400						
	15		12944		2261		6685		5456		2654						
	16		12983		2261		7375		6120		2724						
	17		12370		2262		8337		6918		2875						
	18		9636		2261		9669		8929		3126						
	19		5193		2261		12211		9797		4089						
	20		3652		2262		12698		10530		4346						
	21		3435		2263		12214		10659		4257						
	22		3249		2263		11370		10048		3984						
	23		2853		2265		10426		9195		3534						
	24		2782		2266		9277		8692		3037						
