02/10/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1006		334		235		322		1601		0		0		
	2		1006		331		241		313		1553		0		0		
	3		1005		333		232		278		1539		0		0		
	4		1006		334		232		316		1528		0		0		
	5		1008		329		232		317		1607		0		0		
	6		1007		320		232		359		1316		0		0		
	7		1005		318		232		364		1318		36		0		
	8		1006		319		236		355		1555		1952		10		
	9		1006		319		240		307		1685		4743		146		
	10		1004		318		233		241		1930		5594		267		
	11		1002		323		234		235		2248		6123		307		
	12		1001		332		235		239		2758		6664		302		
	13		1001		332		234		234		2958		6807		149		
	14		1000		334		234		238		3302		6324		0		
	15		1001		332		236		238		3392		5633		0		
	16		1002		333		238		235		3931		4677		0		
	17		1002		335		241		361		3905		2148		0		
	18		1001		328		241		476		2964		109		0		
	19		1003		329		241		531		2878		0		0		
	20		1004		332		241		532		2923		0		0		
	21		1004		332		240		495		2689		0		0		
	22		1005		332		240		445		2634		0		0		
	23		1005		333		240		443		2632		0		0		
	24		1006		334		240		352		2832		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3498		1128		7751		6564		2341						
	2		3444		1127		7347		6433		2225						
	3		2382		1105		8363		6234		2063						
	4		3416		1088		7507		5882		2011						
	5		3493		1087		7733		5613		2055						
	6		3234		1102		8365		5312		2437						
	7		3273		1102		8758		5435		2790						
	8		5433		1101		7719		4656		2672						
	9		8446		1102		6104		3888		2251						
	10		9587		1102		4897		3909		2026						
	11		10472		1101		4236		3487		1900						
	12		11531		1101		3637		2771		1888						
	13		11715		1101		3790		2339		1910						
	14		11432		1102		3807		2341		1913						
	15		10832		1103		4584		2072		1995						
	16		10416		1103		5667		2016		2101						
	17		7992		1102		7207		3832		2622						
	18		5119		1102		9841		5298		3774						
	19		4982		1102		11157		5714		3905						
	20		5032		1102		10744		6141		3682						
	21		4760		1102		10600		6382		3342						
	22		4656		1104		9710		6864		2855						
	23		4653		1104		8542		6991		2356						
	24		4764		1105		7648		6615		2249						
