06/20/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		935		335		230		191		4221		0		0		
	2		936		338		230		182		4076		0		0		
	3		938		340		230		190		4045		0		0		
	4		940		341		231		200		4121		0		0		
	5		942		342		230		201		4094		0		0		
	6		942		353		230		200		3999		0		0		
	7		942		362		230		195		3771		2018		56		
	8		938		360		230		143		3489		6763		239		
	9		933		361		230		140		3283		9853		333		
	10		929		355		230		138		3124		11087		366		
	11		926		350		230		138		3009		11685		367		
	12		924		353		229		139		3087		12022		362		
	13		924		350		228		139		3263		12029		351		
	14		921		351		228		138		3292		11979		350		
	15		922		351		228		144		3395		11824		341		
	16		923		357		228		182		3482		11428		324		
	17		924		359		228		215		3602		10685		294		
	18		924		359		228		221		3808		9235		237		
	19		925		359		228		237		3936		5804		154		
	20		931		359		229		248		3902		1430		11		
	21		933		358		228		230		3886		0		0		
	22		935		339		229		220		4082		0		0		
	23		940		324		228		199		4155		0		0		
	24		943		315		229		183		4321		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5875		2269		10921		6692		1162						
	2		5727		2270		9220		6956		972						
	3		5695		2271		7717		7097		1103						
	4		5791		2269		6738		7271		1005						
	5		5768		2267		6087		7359		1093						
	6		5710		2267		5654		7712		970						
	7		7380		2267		5254		6985		590						
	8		11948		2268		4253		4898		150						
	9		15038		2267		3936		3169		-200						
	10		16195		2268		3985		2417		-217						
	11		16681		2269		4063		2354		-211						
	12		17096		2269		4209		2143		-51						
	13		17280		2267		4654		1398		522						
	14		17261		2266		5574		1408		792						
	15		17225		2267		6463		1521		1189						
	16		16926		2268		8197		1474		1359						
	17		16361		2269		9660		1827		1571						
	18		15116		2270		10970		2707		2082						
	19		11872		2271		13528		3220		2945						
	20		7280		2270		15186		4973		3356						
	21		5642		2269		15246		6045		2935						
	22		5751		2269		14048		6348		2842						
	23		5799		2268		12232		6635		2017						
	24		5949		2267		10127		6854		1546						
