08/06/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		912		349		211		274		3604		0		0		
	2		915		350		211		273		3668		0		0		
	3		915		349		210		273		3259		0		0		
	4		916		348		211		273		2705		0		0		
	5		916		353		210		271		2438		0		0		
	6		914		330		208		271		2416		0		0		
	7		911		331		207		267		2484		692		12		
	8		908		357		207		265		2150		4778		207		
	9		904		365		204		220		1789		8784		328		
	10		900		360		203		218		1667		10427		356		
	11		895		349		196		217		1548		11039		364		
	12		891		355		198		228		1529		11333		366		
	13		892		359		206		246		1741		11419		368		
	14		894		361		208		227		1962		11394		366		
	15		892		362		207		264		2456		11276		363		
	16		890		363		208		277		2946		10916		362		
	17		891		376		210		296		3364		10205		357		
	18		896		372		211		295		3671		8586		324		
	19		892		368		211		305		4125		4662		206		
	20		866		361		214		343		4525		644		14		
	21		864		360		214		341		4591		0		0		
	22		898		361		213		306		4560		0		0		
	23		909		345		212		288		4680		0		0		
	24		912		338		213		285		4595		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5300		2268		6301		8701		2008						
	2		5377		2268		4987		8942		1876						
	3		4987		2268		4719		8875		1786						
	4		4425		2269		4947		8969		1602						
	5		4141		2269		5202		9184		1599						
	6		4085		2269		5477		9273		2129						
	7		4791		2266		5757		10400		2267						
	8		8637		2266		5201		7659		1577						
	9		12465		2266		5138		5107		1015						
	10		14092		2267		5049		3784		843						
	11		14594		2268		4910		3210		829						
	12		14884		2266		4717		3011		883						
	13		15216		2266		4763		3086		949						
	14		15402		2269		4691		3555		1216						
	15		15797		2269		5085		3709		1441						
	16		15962		2269		5946		3980		1619						
	17		15727		2270		6191		4375		2503						
	18		14471		2271		7389		5498		2709						
	19		10992		2266		9041		6920		3839						
	20		7073		2263		9952		9148		3950						
	21		6380		2262		9867		9622		3771						
	22		6312		2263		9376		9042		3535						
	23		6382		2267		7747		8951		2917						
	24		6298		2269		6216		8986		2253						
