09/08/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		982		378		235		269		2783		0		0		
	2		975		379		236		239		2833		0		0		
	3		942		380		236		235		2945		0		0		
	4		945		380		236		234		2895		0		0		
	5		946		380		236		238		2795		0		0		
	6		945		381		237		237		2439		0		0		
	7		924		384		237		270		2045		89		0		
	8		923		381		235		276		1726		2647		70		
	9		913		382		234		237		1432		6807		325		
	10		909		378		236		229		1020		8627		517		
	11		906		378		235		266		727		9250		546		
	12		902		370		235		272		567		9540		539		
	13		901		376		234		272		736		9556		531		
	14		900		381		231		272		1021		9417		526		
	15		900		382		231		297		1784		9412		533		
	16		899		382		224		327		2489		9002		526		
	17		903		380		215		359		2936		8070		499		
	18		909		380		221		373		3143		5482		403		
	19		909		382		224		534		3410		1413		95		
	20		925		386		229		513		3451		74		0		
	21		918		390		233		509		3554		51		0		
	22		918		391		233		473		3607		52		0		
	23		912		388		235		368		3353		25		0		
	24		902		387		236		314		3467		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4647		2253		8704		8308		2606						
	2		4662		2255		7853		8061		2419						
	3		3796		2254		7917		7806		2397						
	4		4690		2257		6564		7553		2373						
	5		4595		2259		6259		7717		2423						
	6		4239		2261		6793		7802		2523						
	7		3949		2259		6923		8665		2353						
	8		6258		2262		6364		7541		2126						
	9		10330		2263		5595		5144		2079						
	10		11916		2260		5415		4666		2061						
	11		12308		2258		5595		5068		2105						
	12		12425		2258		6193		5732		2163						
	13		12606		2257		7310		6166		2178						
	14		12748		2258		8880		6389		2285						
	15		13539		2257		9993		5990		2421						
	16		13849		2256		10917		6190		2832						
	17		13362		2255		12079		6745		2811						
	18		10911		2259		13458		7978		3242						
	19		6967		2260		15186		9051		3772						
	20		5578		2263		15025		9643		3588						
	21		5655		2265		13792		9752		3265						
	22		5674		2266		12278		9237		3000						
	23		5281		2264		11040		8612		2790						
	24		5306		2262		9336		8345		2558						
